CLUSTERID1,CLUSTERID2,DeltaMZ,MEH,Cosine,OtherScore,ComponentIndex
9433,11249,-137.049,0,0.820853,0.586981,6
9433,11416,-163.029,0,0.918563,0.691428,6
9433,11557,-181.039,0,0.644798,0.43632,6
9433,11568,-182.043,0,0.675007,0.474775,6
9433,12152,-270.095,0,0.785861,0.453029,6
9433,12740,-727.176,0,0.902957,0.633813,6
9433,12743,-728.181,0,0.931653,0.709741,6
9433,12744,-729.182,0,0.938575,0.74632,6
9434,9445,-1.005,0,0.832346,0.621907,1
9434,9590,-13.014,0,0.676944,0.555586,1
9434,9600,-13.986,0,0.694414,0.532569,1
9434,9619,-14.97,0,0.783233,0.629324,1
9434,9621,-14.968,0,0.742568,0.536577,1
9434,9762,-15.973,0,0.695177,0.610724,1
9434,9763,-15.972,0,0.790444,0.591489,1
9434,9784,-16.97,0,0.602834,0.541716,1
9434,9786,-16.967,0,0.654446,0.581963,1
9434,11992,-231,0,0.66001,0.593427,1
9434,12094,-246.966,0,0.603563,0.531703,1
9441,9588,-12.001,0,0.861732,0.670791,6
9441,9650,-14.016,0,0.80242,0.612187,6
9441,9785,-15.995,0,0.664743,0.443608,6
9441,10059,-31.015,0,0.782071,0.667779,6
9441,10201,-46.008,0,0.632885,0.455433,6
9441,10249,-49.025,0,0.841109,0.729815,6
9441,10255,-50.034,0,0.786581,0.469442,6
9441,10563,-66.037,0,0.676975,0.563451,6
9441,10564,-66.032,0,0.774002,0.606815,6
9441,10601,-68.038,0,0.802749,0.638765,6
9441,10806,-82.027,0,0.62806,0.509459,6
9441,10862,-88.016,0,0.668951,0.477949,6
9441,10941,-96.043,0,0.676499,0.492761,6
9441,11294,-145.989,0,0.686818,0.495408,6
9441,11452,-168.042,0,0.773594,0.594255,6
9441,11766,-198.075,0,0.656724,0.536806,6
9441,11788,-199.078,0,0.607067,0.405712,6
9441,11797,-200.082,0,0.623742,0.408364,6
9441,11861,-212.089,0,0.660259,0.505612,6
9441,11877,-213.094,0,0.636117,0.512189,6
9441,11880,-214.086,0,0.628,0.432207,6
9441,11960,-228.085,0,0.64947,0.476921,6
9441,12006,-234.072,0,0.657077,0.539184,6
9441,12033,-242.101,0,0.672664,0.563409,6
9441,12053,-243.103,0,0.659338,0.485215,6
9441,12445,-374.143,0,0.781766,0.538344,6
9441,12449,-375.147,0,0.728963,0.48302,6
9441,12453,-376.15,0,0.71407,0.458155,6
9441,12486,-396.127,0,0.698464,0.41208,6
9441,12580,-490.145,0,0.728896,0.426416,6
9441,12761,-790.253,0,0.793902,0.585353,6
9441,12762,-791.256,0,0.790393,0.554553,6
9441,12764,-792.257,0,0.789885,0.550016,6
9445,9590,-12.009,0,0.629037,0.473305,1
9445,9600,-12.981,0,0.618635,0.452917,1
9445,9619,-13.965,0,0.708523,0.496824,1
9445,9621,-13.963,0,0.71912,0.450759,1
9445,9762,-14.968,0,0.608983,0.459646,1
9445,9763,-14.967,0,0.766319,0.542757,1
9445,9786,-15.962,0,0.619672,0.491822,1
9445,11992,-229.995,0,0.607181,0.576985,1
9450,10164,-42.839,0,0.957027,0.905856,73
9450,10192,-44.411,0,0.957027,0.905856,73
9453,9453,0,1,1,1,-1
9457,9462,-1.00299,0,0.747011,0.617882,176
9461,9461,0,1,1,1,-1
9465,9465,0,1,1,1,-1
9476,9476,0,1,1,1,-1
9477,11303,-144.917,0,0.882144,0.542167,6
9477,11434,-162.928,0,0.696801,0.428882,6
9477,11446,-163.932,0,0.684947,0.41208,6
9477,11454,-164.934,0,0.846079,0.493737,6
9477,11927,-222.986,0,0.658408,0.480675,6
9477,12030,-238.005,0,0.636523,0.421427,6
9477,12735,-695.052,0,0.88397,0.545149,6
9480,10098,-36,0,0.767752,0.609493,6
9480,11110,-110.094,0,0.847735,0.590707,6
9480,11141,-114.033,0,0.761668,0.589846,6
9480,11249,-132.043,0,0.694002,0.499323,6
9480,11416,-158.023,0,0.677602,0.522862,6
9481,12318,-314.249,0,0.729738,0.443725,4
9481,12391,-337.326,0,0.624131,0.400478,4
9490,9490,0,1,1,1,-1
9523,9523,0,1,1,1,-1
9527,10932,-87.98,0,0.723413,0.444979,7
9532,9581,-4.04102,0,0.715865,0.412602,4
9532,10416,-49.087,0,0.715397,0.406484,4
9532,10918,-85.973,0,0.660423,0.430276,4
9532,10973,-91.134,0,0.754131,0.475835,4
9532,11045,-98.986,0,0.704605,0.403631,4
9532,12293,-305.153,0,0.695132,0.40903,4
9533,9533,0,1,1,1,-1
9540,10044,-21.981,0,0.666422,0.543495,21
9540,10061,-22.985,0,0.650231,0.500713,21
9540,12497,-396.191,0,0.773538,0.50282,21
9548,9562,-1.017,0,0.650629,0.460598,6
9548,12282,-301.171,0,0.764277,0.575811,6
9548,12291,-303.187,0,0.629434,0.497366,6
9548,12355,-323.151,0,0.742604,0.530956,6
9548,12384,-331.181,0,0.761455,0.638177,6
9548,12390,-332.186,0,0.745867,0.547312,6
9548,12427,-353.163,0,0.749759,0.605709,6
9548,12430,-354.167,0,0.682588,0.483166,6
9549,9549,0,1,1,1,-1
9562,10207,-36.034,0,0.661537,0.512379,6
9562,10271,-42.053,0,0.612174,0.437551,6
9562,10298,-43.064,0,0.669098,0.494832,6
9562,10857,-77.073,0,0.672778,0.506283,6
9562,10864,-78.082,0,0.612262,0.420819,6
9562,11034,-94.075,0,0.620626,0.450669,6
9562,11265,-129.106,0,0.632517,0.441074,6
9562,11286,-134.069,0,0.623304,0.43973,6
9562,11290,-135.074,0,0.665407,0.503982,6
9562,12697,-617.356,0,0.648085,0.430801,6
9562,12700,-618.364,0,0.636453,0.415812,6
9562,12704,-622.327,0,0.695683,0.485837,6
9564,10355,-44.05,0,0.835141,0.813367,106
9564,10684,-61.075,0,0.833695,0.815584,106
9571,9655,-3.008,0,0.844584,0.578271,21
9571,9773,-4.01199,0,0.983856,0.975242,21
9571,12471,-377.187,0,0.785416,0.650942,21
9572,9572,0,1,1,1,-1
9573,9573,0,1,1,1,-1
9575,9575,0,1,1,1,-1
9581,9595,-0.990997,0,0.652187,0.411445,4
9581,10899,-80.929,0,0.637467,0.405465,4
9581,10973,-87.093,0,0.730951,0.455187,4
9581,12180,-271.065,0,0.646456,0.449219,4
9581,12208,-272.077,0,0.618492,0.40679,4
9581,12293,-301.112,0,0.7009,0.41787,4
9588,9896,-14.02,0,0.850023,0.682347,6
9588,10059,-19.014,0,0.691184,0.583124,6
9588,10146,-30.085,0,0.637427,0.490368,6
9588,10186,-32.117,0,0.656904,0.453739,6
9588,10201,-34.007,0,0.662689,0.465707,6
9588,10249,-37.024,0,0.730943,0.586969,6
9588,10255,-38.033,0,0.719213,0.442353,6
9588,10564,-54.031,0,0.772191,0.57577,6
9588,10601,-56.037,0,0.759573,0.55732,6
9588,10806,-70.026,0,0.672687,0.519709,6
9588,10862,-76.015,0,0.71648,0.504453,6
9588,11294,-133.988,0,0.696661,0.465546,6
9588,11333,-140.032,0,0.624921,0.478291,6
9588,11452,-156.041,0,0.763686,0.574739,6
9588,11766,-186.074,0,0.729942,0.577693,6
9588,11788,-187.077,0,0.713079,0.626665,6
9588,11797,-188.081,0,0.662174,0.437788,6
9588,11861,-200.088,0,0.72277,0.580226,6
9588,11877,-201.093,0,0.668024,0.489853,6
9588,11880,-202.085,0,0.620571,0.480609,6
9588,11960,-216.084,0,0.687319,0.456221,6
9588,12006,-222.071,0,0.6322,0.556315,6
9588,12033,-230.1,0,0.704214,0.576646,6
9588,12053,-231.102,0,0.672327,0.503606,6
9588,12445,-362.142,0,0.800516,0.570813,6
9588,12449,-363.146,0,0.761296,0.532202,6
9588,12453,-364.149,0,0.720907,0.484522,6
9588,12486,-384.126,0,0.68145,0.417047,6
9588,12580,-478.144,0,0.766321,0.45215,6
9588,12761,-778.252,0,0.786436,0.541755,6
9588,12762,-779.255,0,0.786046,0.538231,6
9588,12764,-780.256,0,0.786879,0.545674,6
9590,9600,-0.971985,0,0.671299,0.490458,1
9590,9619,-1.95599,0,0.746259,0.513415,1
9590,9762,-2.95898,0,0.641278,0.488433,1
9593,9946,-15.981,0,0.615841,0.409349,6
9593,10062,-19,0,0.844934,0.727274,6
9593,10155,-30.034,0,0.697718,0.456641,6
9593,10190,-32.045,0,0.606291,0.43226,6
9593,10251,-37.012,0,0.769226,0.536845,6
9593,10692,-60.043,0,0.741234,0.481991,6
9593,10715,-61.048,0,0.625414,0.449652,6
9593,10884,-78.054,0,0.712575,0.497703,6
9593,11297,-134.04,0,0.749276,0.540281,6
9594,9594,0,1,1,1,-1
9596,9596,0,1,1,1,-1
9600,9619,-0.984009,0,0.734457,0.528248,1
9600,9621,-0.981995,0,0.612579,0.412404,1
9600,9762,-1.987,0,0.714022,0.550059,1
9600,9763,-1.98602,0,0.66335,0.476203,1
9600,9784,-2.98401,0,0.63059,0.532792,1
9608,12239,95.9468,0,0.66867,0.421369,4
9608,12249,94.9427,0,0.799657,0.486401,4
9608,12258,93.9427,0,0.683164,0.400243,4
9608,12391,50.8887,0,0.847295,0.54567,4
9609,9609,0,1,1,1,-1
9610,9610,0,1,1,1,-1
9617,9762,-1.004,0,0.839192,0.647705,1
9617,9784,-2.00101,0,0.797847,0.671523,1
9617,10863,-74.035,0,0.676367,0.553415,1
9617,11402,-146.079,0,0.60848,0.54696,1
9617,11495,-162.052,0,0.741535,0.632606,1
9617,12378,-324.112,0,0.623545,0.438293,1
9619,9762,-1.00299,0,0.833029,0.725758,1
9619,9763,-1.00201,0,0.634649,0.44945,1
9619,9784,-2,0,0.692944,0.574969,1
9619,11494,-162.054,0,0.737469,0.654571,1
9619,11992,-216.03,0,0.613464,0.538331,1
9621,9763,-1.00403,0,0.882965,0.691542,1
9621,9786,-1.99902,0,0.712992,0.598909,1
9621,11494,-162.056,0,0.625063,0.412366,1
9650,9785,-1.979,0,0.708817,0.415971,6
9650,9896,-12.005,0,0.937517,0.801132,6
9650,9951,-14.107,0,0.718594,0.436813,6
9650,10178,-30.01,0,0.914042,0.76682,6
9650,10194,-31.013,0,0.8741,0.613193,6
9650,10533,-48.021,0,0.873174,0.739155,6
9650,10764,-66.032,0,0.604522,0.449511,6
9650,10793,-67.035,0,0.718525,0.545151,6
9650,10926,-80.05,0,0.631379,0.514805,6
9650,11076,-96.042,0,0.901054,0.632466,6
9650,11406,-146.149,0,0.86852,0.631135,6
9650,11434,-152.032,0,0.691522,0.549632,6
9650,11446,-153.036,0,0.700132,0.528867,6
9650,11866,-198.074,0,0.801777,0.596019,6
9650,11876,-199.077,0,0.829954,0.632964,6
9650,11883,-200.079,0,0.809932,0.609316,6
9650,11922,-211.576,0,0.761574,0.433349,6
9650,11927,-212.09,0,0.814881,0.61708,6
9650,11948,-213.111,0,0.862565,0.641461,6
9650,11983,-214.096,0,0.865927,0.605602,6
9650,11991,-215.096,0,0.860515,0.560672,6
9650,12006,-220.056,0,0.668957,0.539389,6
9650,12061,-229.089,0,0.773747,0.506808,6
9650,12085,-230.092,0,0.728427,0.424718,6
9650,12101,-234.072,0,0.924385,0.731319,6
9650,12103,-235.073,0,0.902945,0.62131,6
9650,12113,-242.1,0,0.770336,0.523824,6
9650,12117,-243.104,0,0.842438,0.604919,6
9650,12253,-284.074,0,0.69774,0.492935,6
9650,12706,-622.172,0,0.873842,0.569739,6
9650,12711,-623.178,0,0.875715,0.55675,6
9650,12760,-776.236,0,0.840829,0.609731,6
9650,12763,-777.241,0,0.842855,0.614209,6
9650,12769,-804.268,0,0.921143,0.729995,6
9650,12770,-805.272,0,0.906739,0.716973,6
9654,10877,-76.016,0,0.823306,0.54467,6
9655,9773,-1.004,0,0.814082,0.568944,21
9655,12471,-374.179,0,0.641946,0.439615,21
9657,10873,-75.043,0,0.621481,0.43303,6
9659,10687,-57.655,0,0.623882,0.4368,6
9659,11202,-113.714,0,0.655338,0.458387,6
9659,11208,-114.719,0,0.612366,0.440746,6
9659,11445,-151.706,0,0.66086,0.411274,6
9659,11643,-174.765,0,0.848849,0.667527,6
9659,11650,-174.762,0,0.653598,0.429159,6
9659,11688,-175.764,0,0.658886,0.568372,6
9659,11689,-175.765,0,0.819104,0.613294,6
9659,11706,-175.767,0,0.724257,0.458578,6
9659,11718,-176.767,0,0.826446,0.637289,6
9659,12024,-225.861,0,0.634584,0.480791,6
9659,12031,-226.833,0,0.601127,0.43154,6
9659,12066,-228.684,0,0.702258,0.519551,6
9659,12319,-303.886,0,0.649267,0.47992,6
9659,12322,-304.89,0,0.623484,0.452805,6
9659,12336,-311.907,0,0.63857,0.405365,6
9659,12645,-556.036,0,0.701891,0.454898,6
9663,9663,0,1,1,1,-1
9674,9674,0,1,1,1,-1
9675,9675,0,1,1,1,-1
9679,9679,0,1,1,1,-1
9682,9682,0,1,1,1,-1
9686,9686,0,1,1,1,-1
9693,9693,0,1,1,1,-1
9704,9704,0,1,1,1,-1
9707,9707,0,1,1,1,-1
9753,12067,-228.661,0,0.6276,0.512509,1
9754,11695,-175.739,0,0.897726,0.645333,6
9754,11717,-176.741,0,0.895694,0.653033,6
9754,12065,-228.659,0,0.806765,0.490046,6
9755,11658,-174.736,0,0.887186,0.7115,6
9755,11730,-176.743,0,0.88737,0.713508,6
9755,12069,-228.659,0,0.8905,0.828087,6
9756,11647,-174.737,0,0.692829,0.438635,6
9756,11694,-175.74,0,0.697923,0.452093,6
9761,11650,-174.236,0,0.785671,0.405786,6
9762,9763,0.000976562,0,0.608611,0.461019,1
9762,9784,-0.997009,0,0.85922,0.75331,1
9762,10034,-14.991,0,0.651906,0.409408,1
9762,10863,-73.031,0,0.633065,0.527807,1
9762,11402,-145.075,0,0.626802,0.573684,1
9762,11534,-162.056,0,0.684626,0.554994,1
9763,9786,-0.994995,0,0.727051,0.664971,1
9763,11534,-162.057,0,0.621135,0.407225,1
9769,10180,-29.017,0,0.896612,0.561065,6
9769,10181,-29.017,0,0.619196,0.402902,6
9769,10452,-465.098,0,0.831455,0.470336,6
9769,10463,-466.084,0,0.83205,0.47389,6
9769,10464,-466.084,0,0.851613,0.516824,6
9769,10466,-467.088,0,0.85273,0.510913,6
9769,10522,-44.991,0,0.89776,0.566985,6
9769,10523,-44.991,0,0.666116,0.453616,6
9769,10530,-45.995,0,0.661461,0.430452,6
9769,10554,-49.986,0,0.683748,0.470755,6
9769,10561,-50.969,0,0.810056,0.503021,6
9769,10562,-483.058,0,0.618746,0.403196,6
9769,11127,-583.182,0,0.945088,0.870786,6
9769,11132,-584.184,0,0.993399,0.975173,6
9769,11149,-106.961,0,0.895662,0.555181,6
9769,11150,-106.962,0,0.619059,0.40692,6
9769,11258,-122.931,0,0.860608,0.545908,6
9769,11259,-122.933,0,0.629817,0.440038,6
9773,12471,-373.175,0,0.775961,0.641088,21
9774,9774,0,1,1,1,-1
9776,9776,0,1,1,1,-1
9784,9786,0.00299072,0,0.627164,0.430761,1
9784,10033,-13.993,0,0.674779,0.480794,1
9784,10034,-13.994,0,0.674649,0.419135,1
9784,10685,-56.06,0,0.648849,0.453524,1
9784,10863,-72.034,0,0.695311,0.634479,1
9784,11402,-144.078,0,0.725105,0.663628,1
9784,11534,-161.059,0,0.604942,0.574454,1
9784,12094,-229.996,0,0.614304,0.540638,1
9784,12332,-306.13,0,0.632884,0.451832,1
9784,12378,-322.111,0,0.700559,0.54168,1
9785,10544,-48.021,0,0.720669,0.462731,6
9785,10759,-62.036,0,0.673321,0.411903,6
9785,10805,-66.032,0,0.682759,0.462186,6
9785,10816,-67.036,0,0.714009,0.449969,6
9785,10822,-68.038,0,0.679366,0.401842,6
9785,11961,-212.09,0,0.730125,0.434195,6
9785,12090,-229.088,0,0.773242,0.452505,6
9785,12120,-242.101,0,0.767703,0.446176,6
9786,10033,-13.996,0,0.746811,0.447148,1
9786,11010,-83.131,0,0.640634,0.445578,1
9786,11015,-84.116,0,0.616617,0.422689,1
9786,11367,-139.129,0,0.731747,0.577541,1
9786,11402,-144.081,0,0.603756,0.429689,1
9817,9817,0,1,1,1,-1
9834,9834,0,1,1,1,-1
9850,9874,-390.111,0,0.853048,0.52895,6
9850,11308,-126.054,0,0.957903,0.810515,6
9850,11893,-196.101,0,0.817208,0.433738,6
9872,11861,-189.082,0,0.654539,0.400295,6
9872,12453,-353.143,0,0.810756,0.51583,6
9872,12486,-373.12,0,0.839155,0.584938,6
9874,11308,264.057,0,0.831018,0.489855,6
9879,9879,0,1,1,1,-1
9883,9898,-1.96799,0,0.661668,0.489748,6
9883,10156,-18.016,0,0.735967,0.502021,6
9883,10167,-19.014,0,0.765253,0.599647,6
9883,12653,-554.271,0,0.663471,0.405324,6
9885,10158,-18.009,0,0.665811,0.446397,6
9885,10191,-20.015,0,0.798213,0.705875,6
9885,10526,-36.019,0,0.760222,0.521842,6
9885,10532,-37.023,0,0.795202,0.58195,6
9885,11025,-77.015,0,0.882963,0.882496,6
9886,9886,0,1,1,1,-1
9891,9891,0,1,1,1,-1
9892,9892,0,1,1,1,-1
9896,9951,-2.10202,0,0.786803,0.486207,6
9896,10098,-14.01,0,0.637877,0.557504,6
9896,10178,-18.005,0,0.873668,0.771247,6
9896,10194,-19.008,0,0.850703,0.655232,6
9896,10533,-36.016,0,0.84322,0.760598,6
9896,10793,-55.03,0,0.669394,0.470431,6
9896,10926,-68.045,0,0.733285,0.624911,6
9896,10936,-69.046,0,0.668201,0.548209,6
9896,11076,-84.037,0,0.854585,0.622178,6
9896,11303,-122.016,0,0.656675,0.456127,6
9896,11406,-134.144,0,0.870576,0.668002,6
9896,11434,-140.027,0,0.722262,0.576523,6
9896,11446,-141.031,0,0.728947,0.531366,6
9896,11454,-142.033,0,0.639096,0.442886,6
9896,11754,-170.037,0,0.718873,0.418827,6
9896,11866,-186.069,0,0.760307,0.539695,6
9896,11876,-187.072,0,0.777196,0.555603,6
9896,11883,-188.074,0,0.765752,0.52905,6
9896,11922,-199.571,0,0.700892,0.429615,6
9896,11927,-200.085,0,0.867755,0.652595,6
9896,11948,-201.106,0,0.859183,0.663082,6
9896,11983,-202.091,0,0.834693,0.628781,6
9896,11991,-203.091,0,0.794663,0.550164,6
9896,12006,-208.051,0,0.645046,0.583046,6
9896,12030,-215.104,0,0.637927,0.448626,6
9896,12061,-217.084,0,0.775677,0.520407,6
9896,12101,-222.067,0,0.879158,0.689763,6
9896,12103,-223.068,0,0.857237,0.626879,6
9896,12113,-230.095,0,0.837469,0.599668,6
9896,12117,-231.099,0,0.856264,0.60605,6
9896,12223,-262.065,0,0.605311,0.411165,6
9896,12253,-272.069,0,0.785587,0.52137,6
9896,12706,-610.167,0,0.863139,0.588113,6
9896,12711,-611.173,0,0.861028,0.569184,6
9896,12735,-672.151,0,0.676992,0.511098,6
9896,12760,-764.231,0,0.785553,0.586698,6
9896,12763,-765.236,0,0.786881,0.580232,6
9896,12769,-792.263,0,0.879242,0.700457,6
9896,12770,-793.267,0,0.868647,0.72549,6
9898,9927,-1.01599,0,0.681794,0.509515,6
9898,10029,-3.00299,0,0.695845,0.48507,6
9898,10207,-20.009,0,0.634181,0.427747,6
9898,10271,-26.028,0,0.64497,0.486689,6
9898,10298,-27.039,0,0.644337,0.454318,6
9898,10641,-44.049,0,0.738941,0.526015,6
9898,10671,-45.054,0,0.742002,0.514189,6
9898,10864,-62.057,0,0.753575,0.542721,6
9898,10873,-63.055,0,0.694399,0.490689,6
9898,11046,-80.06,0,0.60493,0.424547,6
9898,11286,-118.044,0,0.673725,0.484691,6
9899,9899,0,1,1,1,-1
9900,9900,0,1,1,1,-1
9902,10080,-9.98398,0,0.88138,0.682943,6
9902,10190,-18.007,0,0.750926,0.608831,6
9902,10326,-28.002,0,0.683811,0.658336,6
9902,10689,-46.004,0,0.685839,0.573188,6
9902,10715,-47.01,0,0.679618,0.50602,6
9902,10884,-64.016,0,0.736443,0.565154,6
9902,11095,-85.999,0,0.789891,0.573135,6
9902,11106,-87.002,0,0.847911,0.681706,6
9902,12625,-520.267,0,0.954669,0.927614,6
9902,12626,-521.272,0,0.954669,0.927614,6
9902,12637,-537.295,0,0.928157,0.787957,6
9902,12641,-542.248,0,0.954348,0.840013,6
9902,12643,-543.253,0,0.957337,0.928317,6
9922,11612,-159.063,0,0.705504,0.522161,18
9922,11835,-181.046,0,0.704708,0.582496,18
9927,10587,-39.027,0,0.634038,0.502378,6
9946,10029,-1.01099,0,0.84318,0.664053,6
9946,10062,-3.01898,0,0.655773,0.442525,6
9946,10155,-14.053,0,0.679221,0.461347,6
9946,10207,-18.017,0,0.822799,0.685077,6
9946,10251,-21.031,0,0.706703,0.497974,6
9946,10265,-23.053,0,0.652919,0.42733,6
9946,10298,-25.047,0,0.61549,0.44612,6
9946,10324,-26.051,0,0.718749,0.512042,6
9946,10641,-42.057,0,0.663968,0.489194,6
9946,10692,-44.062,0,0.624191,0.434727,6
9946,10715,-45.067,0,0.613205,0.456104,6
9946,10824,-56.05,0,0.634934,0.417619,6
9946,10828,-56.062,0,0.664152,0.41917,6
9946,10843,-58.055,0,0.66793,0.495873,6
9946,10857,-59.056,0,0.653672,0.464654,6
9946,10864,-60.065,0,0.739153,0.553818,6
9946,10873,-61.063,0,0.687704,0.492326,6
9946,11034,-76.058,0,0.684924,0.47868,6
9946,11163,-94.061,0,0.639007,0.435953,6
9946,11286,-116.052,0,0.625064,0.480382,6
9946,11290,-117.057,0,0.642253,0.512512,6
9946,11297,-118.059,0,0.699123,0.454611,6
9946,11492,-146.055,0,0.692233,0.481855,6
9946,12697,-599.339,0,0.619075,0.443851,6
9946,12700,-600.347,0,0.620316,0.455321,6
9946,12704,-604.31,0,0.683977,0.482398,6
9949,9949,0,1,1,1,-1
9951,10178,-15.903,0,0.672039,0.423869,6
9951,10533,-33.914,0,0.691961,0.433845,6
9951,11076,-81.935,0,0.728506,0.409148,6
9951,11434,-137.925,0,0.706137,0.445229,6
9951,11446,-138.929,0,0.704224,0.414006,6
9951,11754,-167.935,0,0.738928,0.455833,6
9951,11927,-197.983,0,0.700963,0.408495,6
9951,12030,-213.002,0,0.666955,0.472465,6
9951,12113,-227.993,0,0.727893,0.40502,6
9951,12117,-228.997,0,0.764725,0.457278,6
9951,12253,-269.967,0,0.764501,0.481318,6
9951,12301,-284.988,0,0.612877,0.460836,6
9951,12706,-608.065,0,0.719412,0.410667,6
9951,12711,-609.071,0,0.722385,0.41419,6
9956,9956,0,1,1,1,-1
9957,9957,0,1,1,1,-1
9958,10371,-27.99,0,0.752212,0.455353,4
9958,10688,-43.985,0,0.675143,0.481994,4
9958,10973,-70.041,0,0.744208,0.478904,4
9958,11045,-77.893,0,0.745096,0.447599,4
9958,11431,-136.88,0,0.671302,0.494437,4
9958,11786,-170.117,0,0.715509,0.435879,4
9958,12180,-254.013,0,0.74021,0.480922,4
9958,12208,-255.025,0,0.712342,0.444085,4
9958,12292,-284.06,0,0.725894,0.453972,4
9958,12293,-284.06,0,0.65187,0.440178,4
9958,12306,-285.076,0,0.703014,0.450405,4
9958,12605,-478.277,0,0.675976,0.400174,4
9958,12670,-565.309,0,0.694745,0.4093,4
9958,12671,-566.344,0,0.70411,0.400265,4
9958,12713,-609.407,0,0.689895,0.420638,4
9959,9959,0,1,1,1,-1
9971,9971,0,1,1,1,-1
9985,9985,0,1,1,1,-1
10004,10004,0,1,1,1,-1
10027,10039,-1.004,0,1,1,142
10029,10062,-2.008,0,0.705098,0.478494,6
10029,10155,-13.042,0,0.67026,0.450398,6
10029,10207,-17.006,0,0.816625,0.699875,6
10029,10251,-20.02,0,0.661855,0.46856,6
10029,10265,-22.042,0,0.635253,0.419867,6
10029,10271,-23.025,0,0.610088,0.418845,6
10029,10298,-24.036,0,0.666721,0.495605,6
10029,10324,-25.04,0,0.693579,0.462066,6
10029,10641,-41.046,0,0.656493,0.473538,6
10029,10671,-42.051,0,0.676122,0.481028,6
10029,10689,-43.05,0,0.659854,0.509019,6
10029,10715,-44.056,0,0.637826,0.47776,6
10029,10843,-57.044,0,0.674062,0.481784,6
10029,10857,-58.045,0,0.705475,0.519394,6
10029,10864,-59.054,0,0.793708,0.601932,6
10029,10873,-60.052,0,0.684903,0.504329,6
10029,11034,-75.047,0,0.637543,0.427568,6
10029,11163,-93.05,0,0.626448,0.444138,6
10029,11286,-115.041,0,0.671674,0.526033,6
10029,11290,-116.046,0,0.614459,0.511452,6
10029,11297,-117.048,0,0.684376,0.493162,6
10029,11492,-145.044,0,0.658615,0.419814,6
10029,12697,-598.328,0,0.632018,0.481881,6
10029,12700,-599.336,0,0.634611,0.494846,6
10029,12704,-603.299,0,0.680702,0.497899,6
10032,11244,-606.492,0,0.610204,0.439192,82
10032,11252,-106.15,0,0.950378,0.926808,82
10033,11295,-116.048,0,0.726779,0.692284,1
10033,11367,-125.133,0,0.629714,0.460699,1
10033,11402,-130.085,0,0.607485,0.461592,1
10033,11494,-146.061,0,0.651591,0.486833,1
10033,11992,-200.037,0,0.606236,0.434633,1
10033,12094,-216.003,0,0.636134,0.490455,1
10041,10738,-45.022,0,0.919725,0.923198,112
10044,10061,-1.004,0,0.704488,0.521701,21
10044,12497,-374.21,0,0.622311,0.461345,21
10058,12477,-360.135,0,0.871647,0.647533,6
10058,12507,-381.115,0,0.815693,0.614935,6
10059,10249,-18.01,0,0.94901,0.822937,6
10059,10255,-19.019,0,0.79963,0.469321,6
10059,10563,-35.022,0,0.743418,0.537075,6
10059,10601,-37.023,0,0.602791,0.548381,6
10059,10941,-65.028,0,0.765634,0.479871,6
10059,12006,-203.057,0,0.727257,0.541658,6
10062,10080,-5.022,0,0.613495,0.467121,6
10062,10155,-11.034,0,0.789063,0.600697,6
10062,10190,-13.045,0,0.637673,0.466215,6
10062,10207,-14.998,0,0.620386,0.449861,6
10062,10251,-18.012,0,0.767468,0.519735,6
10062,10692,-41.043,0,0.667749,0.436537,6
10062,10715,-42.048,0,0.683003,0.478689,6
10062,10884,-59.054,0,0.7069,0.490717,6
10062,11297,-115.04,0,0.741357,0.555255,6
10063,12273,-275.092,0,0.862363,0.581623,6
10065,10602,-36.022,0,0.691908,0.5047,6
10065,10624,-37.053,0,0.604267,0.41682,6
10065,10895,-60.058,0,0.806624,0.837255,6
10065,11183,-93.087,0,0.692055,0.497773,6
10065,11192,-94.091,0,0.671506,0.500353,6
10065,11296,-114.066,0,0.750802,0.693765,6
10066,10066,0,1,1,1,-1
10069,10069,0,1,1,1,-1
10078,10078,0,1,1,1,-1
10080,10091,-2.01501,0,0.745818,0.47075,6
10080,10190,-8.02301,0,0.712584,0.61567,6
10080,10271,-15.995,0,0.633912,0.438843,6
10080,10326,-18.018,0,0.813966,0.621617,6
10080,10362,-19.017,0,0.751991,0.679393,6
10080,10689,-36.02,0,0.76236,0.611404,6
10080,10692,-36.021,0,0.639154,0.518162,6
10080,10715,-37.026,0,0.813945,0.689037,6
10080,10728,-38.033,0,0.649254,0.5207,6
10080,10884,-54.032,0,0.866428,0.721006,6
10080,11095,-76.015,0,0.798967,0.59323,6
10080,11106,-77.018,0,0.805999,0.563193,6
10080,12625,-510.283,0,0.850043,0.656096,6
10080,12626,-511.288,0,0.855169,0.649118,6
10080,12637,-527.311,0,0.847774,0.607202,6
10080,12641,-532.264,0,0.856573,0.620867,6
10080,12643,-533.269,0,0.839202,0.605511,6
10087,10087,0,1,1,1,-1
10088,10416,-18.028,0,0.767574,0.583451,4
10088,12180,-244.047,0,0.666466,0.414255,4
10089,10089,0,1,1,1,-1
10090,10090,0,1,1,1,-1
10091,10259,-11.982,0,0.623429,0.458404,6
10091,10271,-13.98,0,0.6844,0.448568,6
10091,10454,-19.012,0,0.679585,0.53093,6
10091,10728,-36.018,0,0.662739,0.491568,6
10091,10739,-37.026,0,0.817484,0.607029,6
10091,10900,-54.032,0,0.775456,0.570328,6
10091,11111,-76.012,0,0.730695,0.547003,6
